id,yield
15573,8029.476946047204
15574,6284.863067654596
15575,8362.312507773482
15576,7416.802066409491
15577,8106.497799562983
15578,4290.732395529784
15579,5551.522023395766
15580,4223.4325464005
15581,7217.811454774786
15582,5631.918830195958
15583,5564.542292191984
15584,6364.110314835019
15585,6470.417094272262
15586,5880.415261004677
15587,4999.654517089216
15588,3372.6058205285613
15589,5894.699491764087
15590,6388.253598275146
15591,6150.480306999027
15592,3909.265487349305
15593,7043.085281043035
15594,5505.601651438126
15595,3026.212980307639
15596,7601.867518135547
15597,6337.97115207233
15598,5991.746635850626
15599,7016.678887075687
15600,4075.141351816224
15601,5978.773220395526
15602,5674.204445465745
15603,6221.418098071197
15604,6179.1657728707905
15605,5956.826992950684
15606,3845.3572773906826
15607,5435.540991219111
15608,8573.175435376863
15609,4778.6708961139975
15610,7677.631653081158
15611,7839.402512970478
15612,5480.170509036958
15613,5539.740684091254
15614,7212.470752828051
15615,5168.8730824986515
15616,6848.216695113231
15617,4050.9812105767105
15618,6680.555446442367
15619,4358.8889317019075
15620,5941.078035338997
15621,5298.640233401876
15622,5550.5739146294045
15623,6534.452344097162
15624,5675.391802783218
15625,5183.808698047778
15626,4224.256114396573
15627,5991.315269452493
15628,7166.409862447944
15629,6097.253635101929
15630,5749.645608358511
15631,5358.956836195629
15632,6479.295870558768
15633,6591.175343347601
15634,6927.462860666463
15635,7923.079942018316
15636,3388.2954018738524
15637,5474.558083827544
15638,7959.078029942226
15639,7298.674698888099
15640,4902.298712194652
15641,7642.5724055513765
15642,7984.850905979393
15643,5675.441335941971
15644,8207.767994642601
15645,6061.757898390934
15646,7472.573016109187
15647,5108.517340007711
15648,7152.673588710601
15649,7037.090981754124
15650,5231.230116985884
15651,5552.388240614955
15652,6338.395531494198
15653,7230.466682186695
15654,4967.886751907058
15655,6399.060371678378
15656,7710.773819276835
15657,5241.716623270413
15658,7943.42388507061
15659,6485.3622088225175
15660,8239.995812087129
15661,5322.35525260136
15662,5720.285424092537
15663,6036.0828573162025
15664,5381.844191142448
15665,6841.00690783984
15666,5696.8568330992985
15667,7034.097261807221
15668,6440.8867628634525
15669,7998.048876001942
15670,3158.7766041793016
15671,5334.016120944024
15672,4635.21751335694
15673,5059.12330682428
15674,3501.2660023377657
15675,6258.532583929309
15676,7396.173848033273
15677,5170.319785245401
15678,4926.520655378499
15679,7113.434809729606
15680,7559.433844733611
15681,6474.147826621574
15682,8390.338569533444
15683,5950.5488937734035
15684,5541.80868860975
15685,7001.988810691057
15686,3262.1141396490484
15687,6664.281332034538
15688,4646.121205342963
15689,5916.982709820663
15690,6107.272889738329
15691,5297.9613621433155
15692,6134.059079370019
15693,4185.846522318724
15694,7815.074306419279
15695,7606.910180533984
15696,2931.4940316490474
15697,7017.488530545517
15698,5764.09779126299
15699,5774.711518100464
15700,4084.7757188857977
15701,4090.7187435017813
15702,6012.71105403709
15703,7872.982065117855
15704,6605.605365000355
15705,6524.071497016662
15706,4427.318783001926
15707,6419.3483193264265
15708,5761.270179076562
15709,6155.367249502796
15710,8002.505263948512
15711,6230.6294632380805
15712,5689.809918677733
15713,4363.2585394932785
15714,5940.0944757284515
15715,6907.6872918524305
15716,6024.284882889538
15717,6642.097681522029
15718,5526.7014925390085
15719,5045.523849855751
15720,4313.6761296740115
15721,7251.034651338984
15722,5242.914057496933
15723,6101.1016540270375
15724,5427.9407653574235
15725,4281.8135990690025
15726,4596.851373321031
15727,3276.23373405065
15728,6396.267297863694
15729,3063.674807977426
15730,4846.235785809962
15731,4400.558854573231
15732,4168.155811691651
15733,5800.320017918562
15734,6343.625810013795
15735,8049.910745377083
15736,6095.433346112256
15737,6832.462105273631
15738,6432.116682679419
15739,7841.638751487016
15740,5137.047361378298
15741,6622.899254711591
15742,6649.338009319548
15743,5605.93609083688
15744,7188.265584938731
15745,5888.987472374394
15746,6753.382876574937
15747,7319.025872384573
15748,5617.286913740416
15749,5509.712082186709
15750,7347.677153716474
15751,5654.2494157148885
15752,4411.615439058395
15753,8135.173596214602
15754,3687.3346638098965
15755,6400.319383990213
15756,6175.55941933623
15757,5464.576334864323
15758,5447.179979283969
15759,6456.401696156845
15760,6639.104374667503
15761,8095.52809794244
15762,6349.321188766926
15763,7096.048787019395
15764,4275.104728765763
15765,4181.529858490188
15766,6523.587692853998
15767,7954.940449627628
15768,5323.007496442473
15769,5126.614486046343
15770,6846.498024215645
15771,7428.187510134571
15772,8403.6689608603
15773,7070.861574148174
15774,7663.551276435452
15775,5400.699869667579
15776,6794.359592885617
15777,6685.806910342852
15778,5661.963270626032
15779,4312.462994226043
15780,5627.256659509881
15781,5977.173697352795
15782,5562.264425065296
15783,5191.8746059876785
15784,4286.813402372425
15785,7291.001346905497
15786,6991.851989333368
15787,6287.825481787528
15788,5217.126839271897
15789,4079.5191605906057
15790,6046.547285869361
15791,6046.685719197186
15792,5846.995367983997
15793,6684.971656420177
15794,6821.652318418949
15795,7660.295480135225
15796,6192.893409680081
15797,5208.8120306588025
15798,4313.625745430686
15799,4423.711843520163
15800,6403.113858141891
15801,7420.120204430215
15802,7901.319297639141
15803,7877.978570346288
15804,6621.104087674101
15805,6409.414386274004
15806,7173.412934748716
15807,5857.670165806945
15808,6479.350395367042
15809,3954.110725539302
15810,3460.9393307670725
15811,7426.7276955304615
15812,8239.897253695932
15813,4515.33471503844
15814,7260.8731523629
15815,5467.022307691584
15816,6534.921357980091
15817,4331.916372205524
15818,5872.388387317709
15819,7501.197752642601
15820,7880.090892183331
15821,7005.97508241143
15822,6056.505970986044
15823,5748.63517946891
15824,5296.6966227549265
15825,6124.45903168224
15826,7118.702206572769
15827,7088.196559849504
15828,5403.13544454021
15829,7382.621996508635
15830,6485.793697141086
15831,6011.2767712899295
15832,6329.248414870904
15833,7372.1866782458055
15834,7123.015341894279
15835,4046.076907796626
15836,3662.8615739931543
15837,6125.114533335308
15838,7762.984929913069
15839,8045.858389937835
15840,6028.062628742296
15841,6030.231932817264
15842,6082.2041276652335
15843,5759.119219015764
15844,8143.369366719624
15845,5442.276339300245
15846,5080.73738083351
15847,7035.660390834253
15848,4177.951606814334
15849,5599.853598705491
15850,6481.401828063154
15851,7269.584579094528
15852,5678.598398899751
15853,7678.197813990885
15854,6123.68206022591
15855,5837.466098561111
15856,5400.6720931921245
15857,2185.077392523445
15858,4663.200635164932
15859,5314.0426975624
15860,7450.908338770867
15861,5894.733756573648
15862,5125.8923935171315
15863,5757.561618611761
15864,6645.138674505899
15865,5664.292330089457
15866,3582.6539796737347
15867,7617.499359725498
15868,4977.994892745007
15869,4552.128949961892
15870,5674.678253140694
15871,3047.2269596678343
15872,6152.297086949617
15873,6515.019903473261
15874,4040.6451609233236
15875,6914.503111859366
15876,7356.819227143351
15877,6517.072242142192
15878,4248.861228004899
15879,6683.660447622492
15880,3509.1176858862436
15881,8562.437014847117
15882,5346.338682780723
15883,6472.761453027174
15884,6252.405194277091
15885,5848.354084761299
15886,5713.253751774143
15887,7247.566426060551
15888,4459.329658086426
15889,7527.538553217019
15890,5739.406826372041
15891,4484.832698808002
15892,5997.247684958819
15893,6064.363186889091
15894,2966.097833320558
15895,5768.619989010123
15896,6605.519766486079
15897,5739.53724672952
15898,7426.110003803966
15899,8149.959768022922
15900,7728.447235182145
15901,5556.505968905118
15902,6178.058912800548
15903,4155.532218942987
15904,6858.132496271909
15905,6709.034114567196
15906,7452.585637107113
15907,4379.5625426429415
15908,5528.040134910133
15909,7605.862190901162
15910,6054.399964415963
15911,5750.300566815263
15912,4298.122331450844
15913,5050.681201872359
15914,6424.9164063405915
15915,6549.230894152908
15916,4330.46050074021
15917,5574.293087096492
15918,8149.3246246827475
15919,6272.979990454326
15920,6436.212890090173
15921,6924.727961991513
15922,4316.245527040617
15923,4301.925535651537
15924,6886.79305161597
15925,8032.291350903117
15926,4259.450990466123
15927,3884.381728197305
15928,3666.1182025116027
15929,5980.131934552088
15930,7380.363940389051
15931,4204.589456212967
15932,5373.254159321318
15933,6913.945955283738
15934,6223.934749022092
15935,6185.959677367358
15936,4341.943867337766
15937,5193.813438767571
15938,8289.591380652564
15939,7080.999670262726
15940,6244.71413737425
15941,6940.983046003682
15942,8042.4117384407
15943,6489.18604533232
15944,5000.572971441134
15945,5399.986155444691
15946,5647.850810347242
15947,4345.415480245622
15948,7889.330214278662
15949,4363.7475859871765
15950,6666.7924342453325
15951,3586.3932894036816
15952,5894.987231805877
15953,3274.6132749116987
15954,6069.777286669996
15955,7823.312382690134
15956,7666.928376999585
15957,6143.475751967665
15958,5181.31822265659
15959,7150.18630211382
15960,6076.476802317227
15961,6001.6776522058235
15962,5242.375895972915
15963,7667.540773350478
15964,5457.9062718098885
15965,7091.488709132367
15966,7311.11278527946
15967,3275.799661483895
15968,7038.8762219925375
15969,7541.193035546974
15970,6063.77580678718
15971,7643.127542682228
15972,8083.611850141355
15973,6138.932899639549
15974,6794.305381645531
15975,6795.9488552326575
15976,7553.992177057912
15977,6923.249097229952
15978,6039.084423314118
15979,5172.676532618872
15980,8215.587934378666
15981,3469.967140144855
15982,2099.485268836046
15983,7064.581810904562
15984,7848.422239951135
15985,6790.598780394181
15986,4054.6276745564032
15987,6345.961876298979
15988,8158.67197093297
15989,5128.7470318351125
15990,7832.261189624473
15991,4100.446261517054
15992,5072.72223230322
15993,5537.805408950189
15994,3306.571260336052
15995,3046.77876011866
15996,6635.610502563993
15997,5368.295681409915
15998,7088.212978471885
15999,5151.367517085002
16000,7980.508579280592
16001,5391.235799822909
16002,6983.995721287821
16003,4423.084192466596
16004,4566.683598870759
16005,6217.200945365674
16006,4169.198674536858
16007,8248.303562262898
16008,6553.905381705091
16009,5840.455104372029
16010,6882.2145712145475
16011,5932.449283033751
16012,4245.418951309799
16013,4656.246973356133
16014,5957.809658287498
16015,6501.011188224648
16016,7190.551193834785
16017,6043.489561457796
16018,3197.915013780753
16019,6741.9485698714925
16020,4674.7381258155965
16021,7887.474034899045
16022,4626.311718392534
16023,5867.1359482369335
16024,5167.334502184927
16025,3454.937149070026
16026,7335.481488965677
16027,5650.811963633172
16028,7607.315296379085
16029,4853.930090749402
16030,6833.198989636345
16031,7832.805644437627
16032,6404.771987467503
16033,5009.738651653192
16034,5862.597248757362
16035,6306.740708208578
16036,6069.710701220783
16037,6297.1854052383205
16038,7892.280323854858
16039,6666.353600499813
16040,5569.036425519047
16041,4744.962114542015
16042,4709.9614911602375
16043,7062.186891659008
16044,5576.162604223722
16045,3123.5015888069897
16046,4463.566469150533
16047,3887.627454078371
16048,6137.297197986846
16049,6113.881078028645
16050,4115.84161184873
16051,6238.451133801761
16052,5247.433375802869
16053,6213.103021828598
16054,7566.596119526233
16055,6018.400049229373
16056,8253.567999002638
16057,8115.618145516837
16058,4302.99576961928
16059,5141.777023562674
16060,5008.047837365287
16061,5006.537976267116
16062,5154.759280144804
16063,6838.81684020914
16064,6870.915637777169
16065,6261.803907142846
16066,5424.365589930078
16067,4054.4592612013957
16068,4358.133689893476
16069,6586.30089577064
16070,5217.174933923697
16071,7471.463810916311
16072,5859.155900463107
16073,4529.925096603453
16074,5055.129707437736
16075,6036.299777292819
16076,6596.764461240645
16077,7572.224630517235
16078,6063.48539664792
16079,7768.348140204783
16080,6999.600148623694
16081,7329.201111133125
16082,6139.892138096424
16083,6848.635686401023
16084,5609.760748126045
16085,4092.201761725165
16086,5396.879319757525
16087,6760.099901912412
16088,5296.996310911727
16089,6664.944800909482
16090,7730.842539896528
16091,3338.284949120922
16092,7249.001420334658
16093,6312.21984312254
16094,7583.814423680721
16095,6903.110541227961
16096,5082.999635881959
16097,7574.977367702002
16098,5296.832125619356
16099,4610.076514945569
16100,4000.087709358125
16101,6881.262649163344
16102,5304.884872312438
16103,6438.180447338447
16104,7621.006402317857
16105,6090.413482771658
16106,4248.446639182212
16107,4298.375385775656
16108,5018.6276617099875
16109,6445.634467954747
16110,4974.310425065072
16111,6472.750513896659
16112,4237.544379657267
16113,7399.374957909616
16114,5887.417268127976
16115,7030.920332613549
16116,7579.542597306821
16117,6494.331396212959
16118,7354.328356216474
16119,7746.711882719061
16120,5031.7196047997
16121,6329.4940722372685
16122,6026.8884169074345
16123,7245.97611196768
16124,7604.691258466535
16125,6394.804086446358
16126,6953.39466533817
16127,4696.582207733524
16128,4199.270543720448
16129,5162.754031705301
16130,6972.7798618285615
16131,5149.338662816204
16132,6437.361324675448
16133,7900.008104420557
16134,5052.951214078217
16135,7058.211921499732
16136,6470.0137825569955
16137,7305.746860175541
16138,6899.93277125488
16139,8258.500094739766
16140,4325.396444073869
16141,6462.335097812188
16142,6404.933664473421
16143,5846.789773402327
16144,4845.484710472885
16145,6471.369875388744
16146,8097.585674363679
16147,5499.836551317202
16148,5867.288616419069
16149,5565.195958532939
16150,6025.847601054992
16151,5642.053821707018
16152,3427.503866167673
16153,4876.688107059872
16154,6706.521295448614
16155,5831.785491788132
16156,7243.418120325371
16157,6728.892556948655
16158,3663.0506664253103
16159,8217.191632131837
16160,4697.633524391921
16161,6290.566782777131
16162,5498.883054016542
16163,3404.3704226061577
16164,8344.641407169293
16165,7415.943589939114
16166,5212.5906444084285
16167,8318.368472959533
16168,5020.730744577809
16169,6623.080020778213
16170,7100.802473307218
16171,6224.134205027944
16172,6302.574843180369
16173,8502.862975498338
16174,7569.79673935833
16175,5775.012980368733
16176,4680.966414468955
16177,4687.510332077268
16178,7099.5264171936105
16179,6437.444217815059
16180,6443.454315776643
16181,6203.528010476329
16182,6110.134368881238
16183,5776.032933924313
16184,6618.379549506026
16185,6292.246520710716
16186,7379.613956606856
16187,6167.8276332864625
16188,4342.835000860958
16189,6440.449718024456
16190,5463.707439704154
16191,5740.696864460124
16192,4304.125986166442
16193,5331.332716123654
16194,6103.689637386715
16195,3395.557957405099
16196,5552.0686337380985
16197,4219.659130396383
16198,7572.651677495651
16199,5109.494872581219
16200,6642.249735638541
16201,7203.055487959562
16202,5331.618208936284
16203,5183.0373381853005
16204,3872.506074811942
16205,7689.528440521768
16206,5885.760076444071
16207,5101.457705356201
16208,6369.988321397345
16209,5956.838506091533
16210,7618.34012446409
16211,4838.703446223529
16212,7373.293597028835
16213,6349.776983603729
16214,6985.8971545070435
16215,5634.718228114508
16216,3049.532120548537
16217,4050.8302042694568
16218,4369.498314656203
16219,4653.72926413674
16220,6873.520606912734
16221,5338.533907599866
16222,5171.055109148086
16223,7846.471175907602
16224,6260.086692412276
16225,5838.99561919977
16226,7581.066148807593
16227,6049.517182554598
16228,5673.422101851712
16229,6081.200145786982
16230,4276.125159261206
16231,7107.389521428242
16232,3659.023824858294
16233,7698.108365635739
16234,7871.476965828409
16235,5819.757904913061
16236,8065.0522501611795
16237,6473.356496093142
16238,7237.186842791052
16239,6027.124763313723
16240,5883.512813839272
16241,6034.253513729761
16242,6633.241896510661
16243,7506.300680547512
16244,5932.017744608895
16245,4690.397888561156
16246,8260.026555474764
16247,5965.774088703601
16248,5683.078779668074
16249,3890.4451129047143
16250,6688.825344001315
16251,7346.008680288245
16252,5693.810161328475
16253,8029.435618082185
16254,6506.997146394549
16255,4994.163990763622
